"2361","8817 28th Ave NW, Seattle, WA, 98117","Match","Exact","8817 28TH AVE NW, SEATTLE, WA, 98117","-122.393020583531,47.69290270788","186658328","L"
"2360","423 N 50th St, Seattle, WA, 98103","Match","Exact","423 N 50TH ST, SEATTLE, WA, 98103","-122.353632383607,47.664981086998","186581350","R"
"1029","1309 SW Webster St, Seattle, WA, 98106","Match","Exact","1309 SW WEBSTER ST, SEATTLE, WA, 98106","-122.351830732346,47.535435093596","186591361","L"
"1028","4235 SW 337th Pl, Federal Way, WA, 98023","Match","Exact","4235 SW 337TH PL, FEDERAL WAY, WA, 98023","-122.387235627907,47.299717570964","239786985","L"
"2359","7810 NE 199th St, Kenmore, WA, 98028","Match","Exact","7810 NE 199TH ST, KENMORE, WA, 98028","-122.235318522145,47.772689185057","627377714","L"
"1027","10020 18th Ave SW, Seattle, WA, 98146","Match","Exact","10020 18TH AVE SW, SEATTLE, WA, 98146","-122.357274029476,47.513472596081","186591338","L"
"2358","4507 Linden Ave N, Seattle, WA, 98103","Match","Exact","4507 LINDEN AVE N, SEATTLE, WA, 98103","-122.34868294494,47.661482972389","239761761","L"
"1026","4038 Linden Ave N, Seattle, WA, 98103","Match","Exact","4038 LINDEN AVE N, SEATTLE, WA, 98103","-122.348485740808,47.655900678463","186581571","R"
"2357","303 N 55th St, Seattle, WA, 98103","Match","Exact","303 N 55TH ST, SEATTLE, WA, 98103","-122.355284142054,47.668374087003","186579572","R"
"1025","17458 SE 262nd St, Covington, WA, 98042","Match","Exact","17458 SE 262ND ST, COVINGTON, WA, 98042","-122.107483305079,47.366716323446","186638690","L"
"2356","6515 112th Ave NE, Kirkland, WA, 98033","Match","Exact","6515 112TH AVE NE, KIRKLAND, WA, 98033","-122.19100729587,47.664843358977","186604622","L"
"1024","5021 Fauntleroy Way SW, Seattle, WA, 98136","Match","Exact","5021 FAUNTLEROY WAY SW, SEATTLE, WA, 98136","-122.381556137518,47.557233300708","652990711","R"
"2355","9401 117th Ave NE, Kirkland, WA, 98033","Match","Exact","9401 117TH AVE NE, KIRKLAND, WA, 98033","-122.183961540109,47.685518359748","624393968","R"
"1023","12501 SE 4th Pl, Bellevue, WA, 98005","Match","Exact","12501 SE 4TH PL, BELLEVUE, WA, 98005","-122.172974064891,47.605734720128","186608120","L"
"2354","1376 43rd St NE, Auburn, WA, 98002","Match","Exact","1376 43RD ST NE, AUBURN, WA, 98002","-122.213707129657,47.345544088634","640908954","R"
"3685","4009 97th Ave SE, Mercer Island, WA, 98040","Match","Exact","4009 97TH AVE SE, MERCER ISLAND, WA, 98040","-122.211712816983,47.574304656298","186607714","R"
"3686","16451 NE 18th St, Bellevue, WA, 98008","Match","Exact","16451 NE 18TH ST, BELLEVUE, WA, 98008","-122.120652132588,47.626249282534","640607376","R"
